1,341069.6020,931403.9296,75.2300,PC1
2,341208.3368,931519.0389,76.2420,PC2
3,341325.6906,931418.1539,76.1040,PC3
4,341199.0773,931312.8479,74.2145,PC4
5,341078.7156,931254.9133,73.2450,PC5
6,340935.8393,931330.0898,73.4560,PC6
